experiment_run_id,experiment_id,scenario_id,strategy,repetition,is_warmup,status,started_at,fault_injected_at,incident_detected_at,decision_at,remediation_started_at,recovered_at,mttr_seconds,downtime_seconds,detection_latency_seconds,decision_latency_seconds,remediation_latency_seconds,rollback,success,escalated,selected_remediation,top_ranked_candidate,sandbox_pass,candidate_fallback_count,remediation_attempts,recovery_score,final_outcome
RUN-D410D471,EXP-REPORT,SCENARIO-02,safeopsai,1,True,COMPLETED,2026-08-22T08:33:16.319584+00:00,2026-08-22T08:33:16.429466+00:00,2026-08-22T08:33:16.742318+00:00,2026-08-22T08:33:16.742318+00:00,2026-08-22T08:33:17.053736+00:00,2026-08-22T08:33:17.257140+00:00,0.515,0.828,0.313,0.0,0.203,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-051037C4,EXP-REPORT,SCENARIO-02,safeopsai,2,True,COMPLETED,2026-08-22T08:33:17.367426+00:00,2026-08-22T08:33:17.476480+00:00,2026-08-22T08:33:17.788857+00:00,2026-08-22T08:33:17.788857+00:00,2026-08-22T08:33:18.100077+00:00,2026-08-22T08:33:18.303038+00:00,0.514,0.827,0.312,0.0,0.203,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-D0A82101,EXP-REPORT,SCENARIO-02,naive_restart,1,True,FAILED,2026-08-22T08:33:18.411983+00:00,2026-08-22T08:33:18.521721+00:00,2026-08-22T08:33:18.845091+00:00,2026-08-22T08:33:18.845091+00:00,2026-08-22T08:33:18.845091+00:00,,120.0,120.0,0.323,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-D649C2A9,EXP-REPORT,SCENARIO-02,naive_restart,2,True,FAILED,2026-08-22T08:33:19.064114+00:00,2026-08-22T08:33:19.172190+00:00,2026-08-22T08:33:19.485265+00:00,2026-08-22T08:33:19.485265+00:00,2026-08-22T08:33:19.485265+00:00,,120.0,120.0,0.313,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-D98B41CB,EXP-REPORT,SCENARIO-02,no_sandbox,1,True,COMPLETED,2026-08-22T08:33:19.702110+00:00,2026-08-22T08:33:19.812670+00:00,2026-08-22T08:33:20.124819+00:00,2026-08-22T08:33:20.124819+00:00,2026-08-22T08:33:20.124819+00:00,2026-08-22T08:33:20.124819+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-947AA5A6,EXP-REPORT,SCENARIO-02,no_sandbox,2,True,COMPLETED,2026-08-22T08:33:20.235311+00:00,2026-08-22T08:33:20.345027+00:00,2026-08-22T08:33:20.656246+00:00,2026-08-22T08:33:20.656246+00:00,2026-08-22T08:33:20.656246+00:00,2026-08-22T08:33:20.656246+00:00,0.0,0.311,0.311,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-3AF7C767,EXP-REPORT,SCENARIO-02,no_multi_agent,1,True,FAILED,2026-08-22T08:33:20.766317+00:00,2026-08-22T08:33:20.876937+00:00,2026-08-22T08:33:21.200370+00:00,2026-08-22T08:33:21.200370+00:00,2026-08-22T08:33:21.200370+00:00,,120.0,120.0,0.323,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-D19A6D4D,EXP-REPORT,SCENARIO-02,no_multi_agent,2,True,FAILED,2026-08-22T08:33:21.311035+00:00,2026-08-22T08:33:21.419317+00:00,2026-08-22T08:33:21.729342+00:00,2026-08-22T08:33:21.729342+00:00,2026-08-22T08:33:21.729342+00:00,,120.0,120.0,0.31,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-CE1B9D88,EXP-REPORT,SCENARIO-02,no_rollback,1,True,COMPLETED,2026-08-22T08:33:21.838387+00:00,2026-08-22T08:33:21.948615+00:00,2026-08-22T08:33:22.256979+00:00,2026-08-22T08:33:22.256979+00:00,2026-08-22T08:33:22.256979+00:00,2026-08-22T08:33:22.256979+00:00,0.0,0.308,0.308,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-9E2DE743,EXP-REPORT,SCENARIO-02,no_rollback,2,True,COMPLETED,2026-08-22T08:33:22.367917+00:00,2026-08-22T08:33:22.475972+00:00,2026-08-22T08:33:22.787257+00:00,2026-08-22T08:33:22.787257+00:00,2026-08-22T08:33:22.787257+00:00,2026-08-22T08:33:22.787257+00:00,0.0,0.311,0.311,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-CE6B4FAC,EXP-REPORT,SCENARIO-03,safeopsai,1,True,COMPLETED,2026-08-22T08:33:22.896109+00:00,2026-08-22T08:33:23.007081+00:00,2026-08-22T08:33:23.321092+00:00,2026-08-22T08:33:23.321092+00:00,2026-08-22T08:33:23.634813+00:00,2026-08-22T08:33:23.839124+00:00,0.518,0.832,0.314,0.0,0.204,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-F7B94D1F,EXP-REPORT,SCENARIO-03,safeopsai,2,True,COMPLETED,2026-08-22T08:33:23.948589+00:00,2026-08-22T08:33:24.058341+00:00,2026-08-22T08:33:24.370833+00:00,2026-08-22T08:33:24.370833+00:00,2026-08-22T08:33:24.679501+00:00,2026-08-22T08:33:24.882508+00:00,0.512,0.824,0.312,0.0,0.203,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-229D3019,EXP-REPORT,SCENARIO-03,naive_restart,1,True,FAILED,2026-08-22T08:33:24.992157+00:00,2026-08-22T08:33:25.101456+00:00,2026-08-22T08:33:25.425257+00:00,2026-08-22T08:33:25.425257+00:00,2026-08-22T08:33:25.425257+00:00,,120.0,120.0,0.324,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-8A21C270,EXP-REPORT,SCENARIO-03,naive_restart,2,True,FAILED,2026-08-22T08:33:25.643884+00:00,2026-08-22T08:33:25.752913+00:00,2026-08-22T08:33:26.067526+00:00,2026-08-22T08:33:26.067526+00:00,2026-08-22T08:33:26.067526+00:00,,120.0,120.0,0.315,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-2414807F,EXP-REPORT,SCENARIO-03,no_sandbox,1,True,COMPLETED,2026-08-22T08:33:26.270208+00:00,2026-08-22T08:33:26.380066+00:00,2026-08-22T08:33:26.693191+00:00,2026-08-22T08:33:26.693191+00:00,2026-08-22T08:33:26.693191+00:00,2026-08-22T08:33:26.693191+00:00,0.0,0.313,0.313,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-352479D1,EXP-REPORT,SCENARIO-03,no_sandbox,2,True,COMPLETED,2026-08-22T08:33:26.803765+00:00,2026-08-22T08:33:26.914857+00:00,2026-08-22T08:33:27.228203+00:00,2026-08-22T08:33:27.228203+00:00,2026-08-22T08:33:27.228203+00:00,2026-08-22T08:33:27.228203+00:00,0.0,0.313,0.313,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-5A55E201,EXP-REPORT,SCENARIO-03,no_multi_agent,1,True,FAILED,2026-08-22T08:33:27.338986+00:00,2026-08-22T08:33:27.450599+00:00,2026-08-22T08:33:27.760117+00:00,2026-08-22T08:33:27.761015+00:00,2026-08-22T08:33:27.761015+00:00,,120.0,120.0,0.31,0.001,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-8319BC60,EXP-REPORT,SCENARIO-03,no_multi_agent,2,True,FAILED,2026-08-22T08:33:27.872343+00:00,2026-08-22T08:33:27.981614+00:00,2026-08-22T08:33:28.294075+00:00,2026-08-22T08:33:28.294075+00:00,2026-08-22T08:33:28.294075+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-3DB7247D,EXP-REPORT,SCENARIO-03,no_rollback,1,True,COMPLETED,2026-08-22T08:33:28.402745+00:00,2026-08-22T08:33:28.513615+00:00,2026-08-22T08:33:28.827821+00:00,2026-08-22T08:33:28.827821+00:00,2026-08-22T08:33:28.827821+00:00,2026-08-22T08:33:28.827821+00:00,0.0,0.314,0.314,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-C8FED7FB,EXP-REPORT,SCENARIO-03,no_rollback,2,True,COMPLETED,2026-08-22T08:33:28.937730+00:00,2026-08-22T08:33:29.048150+00:00,2026-08-22T08:33:29.358014+00:00,2026-08-22T08:33:29.358014+00:00,2026-08-22T08:33:29.358014+00:00,2026-08-22T08:33:29.358014+00:00,0.0,0.31,0.31,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-546CA4AC,EXP-REPORT,SCENARIO-04,safeopsai,1,True,COMPLETED,2026-08-22T08:33:29.469115+00:00,2026-08-22T08:33:29.579092+00:00,2026-08-22T08:33:29.890640+00:00,2026-08-22T08:33:29.890640+00:00,2026-08-22T08:33:30.202486+00:00,2026-08-22T08:33:30.405607+00:00,0.515,0.827,0.312,0.0,0.203,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-06B97BE1,EXP-REPORT,SCENARIO-04,safeopsai,2,True,COMPLETED,2026-08-22T08:33:30.516575+00:00,2026-08-22T08:33:30.622351+00:00,2026-08-22T08:33:30.934197+00:00,2026-08-22T08:33:30.935191+00:00,2026-08-22T08:33:31.243083+00:00,2026-08-22T08:33:31.447752+00:00,0.514,0.825,0.312,0.001,0.205,False,True,False,clear_fault,clear_fault,True,0,1,0.98,SUCCESS
RUN-7EC8AC79,EXP-REPORT,SCENARIO-04,naive_restart,1,True,FAILED,2026-08-22T08:33:31.558266+00:00,2026-08-22T08:33:31.666793+00:00,2026-08-22T08:33:31.976702+00:00,2026-08-22T08:33:31.976702+00:00,2026-08-22T08:33:31.976702+00:00,,120.0,120.0,0.31,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-450AF0D7,EXP-REPORT,SCENARIO-04,naive_restart,2,True,FAILED,2026-08-22T08:33:32.195190+00:00,2026-08-22T08:33:32.304556+00:00,2026-08-22T08:33:32.630879+00:00,2026-08-22T08:33:32.630879+00:00,2026-08-22T08:33:32.630879+00:00,,120.0,120.0,0.326,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-27E97290,EXP-REPORT,SCENARIO-04,no_sandbox,1,True,COMPLETED,2026-08-22T08:33:32.851483+00:00,2026-08-22T08:33:32.959939+00:00,2026-08-22T08:33:33.271613+00:00,2026-08-22T08:33:33.271613+00:00,2026-08-22T08:33:33.271613+00:00,2026-08-22T08:33:33.271613+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-DAC4ED73,EXP-REPORT,SCENARIO-04,no_sandbox,2,True,COMPLETED,2026-08-22T08:33:33.381571+00:00,2026-08-22T08:33:33.490015+00:00,2026-08-22T08:33:33.804495+00:00,2026-08-22T08:33:33.804495+00:00,2026-08-22T08:33:33.804495+00:00,2026-08-22T08:33:33.804495+00:00,0.0,0.314,0.314,0.0,0.0,False,True,False,clear_fault,clear_fault,,0,1,0.92,SUCCESS
RUN-12E947DD,EXP-REPORT,SCENARIO-04,no_multi_agent,1,True,FAILED,2026-08-22T08:33:33.915305+00:00,2026-08-22T08:33:34.024487+00:00,2026-08-22T08:33:34.335453+00:00,2026-08-22T08:33:34.335453+00:00,2026-08-22T08:33:34.335453+00:00,,120.0,120.0,0.311,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-44FE6101,EXP-REPORT,SCENARIO-04,no_multi_agent,2,True,FAILED,2026-08-22T08:33:34.445858+00:00,2026-08-22T08:33:34.556273+00:00,2026-08-22T08:33:34.868902+00:00,2026-08-22T08:33:34.868902+00:00,2026-08-22T08:33:34.868902+00:00,,120.0,120.0,0.313,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-51844E95,EXP-REPORT,SCENARIO-04,no_rollback,1,True,COMPLETED,2026-08-22T08:33:34.979551+00:00,2026-08-22T08:33:35.087678+00:00,2026-08-22T08:33:35.400732+00:00,2026-08-22T08:33:35.400732+00:00,2026-08-22T08:33:35.400732+00:00,2026-08-22T08:33:35.400732+00:00,0.0,0.313,0.313,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-D055BF33,EXP-REPORT,SCENARIO-04,no_rollback,2,True,COMPLETED,2026-08-22T08:33:35.509068+00:00,2026-08-22T08:33:35.619760+00:00,2026-08-22T08:33:35.930606+00:00,2026-08-22T08:33:35.931440+00:00,2026-08-22T08:33:35.931440+00:00,2026-08-22T08:33:35.931440+00:00,0.001,0.312,0.311,0.001,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-2BBC16A2,EXP-REPORT,SCENARIO-05,safeopsai,1,True,COMPLETED,2026-08-22T08:33:36.039652+00:00,2026-08-22T08:33:36.149532+00:00,2026-08-22T08:33:36.460691+00:00,2026-08-22T08:33:36.460691+00:00,2026-08-22T08:33:36.770418+00:00,2026-08-22T08:33:36.972361+00:00,0.512,0.823,0.311,0.0,0.202,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-87642DA1,EXP-REPORT,SCENARIO-05,safeopsai,2,True,COMPLETED,2026-08-22T08:33:37.082036+00:00,2026-08-22T08:33:37.188660+00:00,2026-08-22T08:33:37.500516+00:00,2026-08-22T08:33:37.500516+00:00,2026-08-22T08:33:37.810271+00:00,2026-08-22T08:33:38.011484+00:00,0.511,0.823,0.312,0.0,0.201,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-E3295C51,EXP-REPORT,SCENARIO-05,naive_restart,1,True,COMPLETED,2026-08-22T08:33:38.120798+00:00,2026-08-22T08:33:38.230402+00:00,2026-08-22T08:33:38.542231+00:00,2026-08-22T08:33:38.542754+00:00,2026-08-22T08:33:38.542754+00:00,2026-08-22T08:33:38.650661+00:00,0.108,0.42,0.312,0.001,0.108,False,True,False,restart_service,restart_service,,0,1,1.0,COMPLETED
RUN-69AF0207,EXP-REPORT,SCENARIO-05,naive_restart,2,True,COMPLETED,2026-08-22T08:33:38.761348+00:00,2026-08-22T08:33:38.871305+00:00,2026-08-22T08:33:39.182153+00:00,2026-08-22T08:33:39.182153+00:00,2026-08-22T08:33:39.182153+00:00,2026-08-22T08:33:39.290621+00:00,0.108,0.419,0.311,0.0,0.108,False,True,False,restart_service,restart_service,,0,1,1.0,COMPLETED
RUN-70F4F36F,EXP-REPORT,SCENARIO-05,no_sandbox,1,True,COMPLETED,2026-08-22T08:33:39.401751+00:00,2026-08-22T08:33:39.513119+00:00,2026-08-22T08:33:39.825047+00:00,2026-08-22T08:33:39.825047+00:00,2026-08-22T08:33:39.825047+00:00,2026-08-22T08:33:39.825047+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-5275B066,EXP-REPORT,SCENARIO-05,no_sandbox,2,True,COMPLETED,2026-08-22T08:33:39.934224+00:00,2026-08-22T08:33:40.043633+00:00,2026-08-22T08:33:40.356882+00:00,2026-08-22T08:33:40.356882+00:00,2026-08-22T08:33:40.356882+00:00,2026-08-22T08:33:40.356882+00:00,0.0,0.313,0.313,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-4D585452,EXP-REPORT,SCENARIO-05,no_multi_agent,1,True,COMPLETED,2026-08-22T08:33:40.467242+00:00,2026-08-22T08:33:40.575698+00:00,2026-08-22T08:33:40.888889+00:00,2026-08-22T08:33:40.889410+00:00,2026-08-22T08:33:40.889410+00:00,2026-08-22T08:33:40.889410+00:00,0.001,0.314,0.313,0.001,0.0,False,True,False,restart_service,restart_service,True,0,1,0.85,SUCCESS
RUN-85092CE1,EXP-REPORT,SCENARIO-05,no_multi_agent,2,True,COMPLETED,2026-08-22T08:33:40.998829+00:00,2026-08-22T08:33:41.107954+00:00,2026-08-22T08:33:41.419330+00:00,2026-08-22T08:33:41.419330+00:00,2026-08-22T08:33:41.419330+00:00,2026-08-22T08:33:41.419330+00:00,0.0,0.311,0.311,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.85,SUCCESS
RUN-33C9A26B,EXP-REPORT,SCENARIO-05,no_rollback,1,True,COMPLETED,2026-08-22T08:33:41.528473+00:00,2026-08-22T08:33:41.637493+00:00,2026-08-22T08:33:41.949028+00:00,2026-08-22T08:33:41.949028+00:00,2026-08-22T08:33:41.949028+00:00,2026-08-22T08:33:41.949028+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-5438923F,EXP-REPORT,SCENARIO-05,no_rollback,2,True,COMPLETED,2026-08-22T08:33:42.060285+00:00,2026-08-22T08:33:42.168807+00:00,2026-08-22T08:33:42.478733+00:00,2026-08-22T08:33:42.478733+00:00,2026-08-22T08:33:42.478733+00:00,2026-08-22T08:33:42.478733+00:00,0.0,0.31,0.31,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-4175B38C,EXP-REPORT,SCENARIO-06,safeopsai,1,True,COMPLETED,2026-08-22T08:33:42.588161+00:00,2026-08-22T08:33:42.695949+00:00,2026-08-22T08:33:43.007703+00:00,2026-08-22T08:33:43.007703+00:00,2026-08-22T08:33:43.318122+00:00,2026-08-22T08:33:43.519751+00:00,0.512,0.824,0.312,0.0,0.202,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-058F867A,EXP-REPORT,SCENARIO-06,safeopsai,2,True,COMPLETED,2026-08-22T08:33:43.628971+00:00,2026-08-22T08:33:43.738106+00:00,2026-08-22T08:33:44.049191+00:00,2026-08-22T08:33:44.049191+00:00,2026-08-22T08:33:44.359322+00:00,2026-08-22T08:33:44.562675+00:00,0.513,0.825,0.311,0.0,0.203,False,True,False,restart_service,restart_service,True,0,1,0.98,SUCCESS
RUN-C4F9D21E,EXP-REPORT,SCENARIO-06,naive_restart,1,True,FAILED,2026-08-22T08:33:44.670523+00:00,2026-08-22T08:33:44.782896+00:00,2026-08-22T08:33:45.091436+00:00,2026-08-22T08:33:45.092275+00:00,2026-08-22T08:33:45.092275+00:00,,120.0,120.0,0.309,0.001,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-F3CDA029,EXP-REPORT,SCENARIO-06,naive_restart,2,True,FAILED,2026-08-22T08:33:45.310317+00:00,2026-08-22T08:33:45.419049+00:00,2026-08-22T08:33:45.732385+00:00,2026-08-22T08:33:45.732385+00:00,2026-08-22T08:33:45.732385+00:00,,120.0,120.0,0.313,0.0,2.0,False,False,True,restart_service,restart_service,,0,1,0.0,FAILED
RUN-7A4EFD51,EXP-REPORT,SCENARIO-06,no_sandbox,1,True,COMPLETED,2026-08-22T08:33:45.950976+00:00,2026-08-22T08:33:46.059330+00:00,2026-08-22T08:33:46.371666+00:00,2026-08-22T08:33:46.371666+00:00,2026-08-22T08:33:46.371666+00:00,2026-08-22T08:33:46.371666+00:00,0.0,0.312,0.312,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-C7E5B96F,EXP-REPORT,SCENARIO-06,no_sandbox,2,True,COMPLETED,2026-08-22T08:33:46.482629+00:00,2026-08-22T08:33:46.588901+00:00,2026-08-22T08:33:46.900071+00:00,2026-08-22T08:33:46.900071+00:00,2026-08-22T08:33:46.900071+00:00,2026-08-22T08:33:46.900071+00:00,0.0,0.311,0.311,0.0,0.0,False,True,False,restart_service,restart_service,,0,1,0.92,SUCCESS
RUN-2FF7B382,EXP-REPORT,SCENARIO-06,no_multi_agent,1,True,FAILED,2026-08-22T08:33:47.008072+00:00,2026-08-22T08:33:47.119102+00:00,2026-08-22T08:33:47.429425+00:00,2026-08-22T08:33:47.429425+00:00,2026-08-22T08:33:47.429425+00:00,,120.0,120.0,0.31,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-779064A3,EXP-REPORT,SCENARIO-06,no_multi_agent,2,True,FAILED,2026-08-22T08:33:47.539045+00:00,2026-08-22T08:33:47.648994+00:00,2026-08-22T08:33:47.961004+00:00,2026-08-22T08:33:47.961004+00:00,2026-08-22T08:33:47.961004+00:00,,120.0,120.0,0.312,0.0,2.0,False,False,True,restart_service,restart_service,True,0,1,0.0,FAILED
RUN-5A5526F4,EXP-REPORT,SCENARIO-06,no_rollback,1,True,COMPLETED,2026-08-22T08:33:48.070989+00:00,2026-08-22T08:33:48.182065+00:00,2026-08-22T08:33:48.490938+00:00,2026-08-22T08:33:48.490938+00:00,2026-08-22T08:33:48.490938+00:00,2026-08-22T08:33:48.490938+00:00,0.0,0.309,0.309,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-E34E2FE8,EXP-REPORT,SCENARIO-06,no_rollback,2,True,COMPLETED,2026-08-22T08:33:48.602011+00:00,2026-08-22T08:33:48.711721+00:00,2026-08-22T08:33:49.027645+00:00,2026-08-22T08:33:49.027645+00:00,2026-08-22T08:33:49.027645+00:00,2026-08-22T08:33:49.027645+00:00,0.0,0.316,0.316,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.95,SUCCESS
RUN-8C4D7049,EXP-REPORT,SCENARIO-04,no_rollback,2,False,COMPLETED,2026-08-22T08:33:49.136790+00:00,2026-08-22T08:33:49.248652+00:00,2026-08-22T08:33:49.560038+00:00,2026-08-22T08:33:49.560038+00:00,2026-08-22T08:33:49.560038+00:00,2026-08-22T08:33:49.560038+00:00,0.0,0.311,0.311,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
RUN-F6FF071B,EXP-REPORT,SCENARIO-01,no_multi_agent,2,False,COMPLETED,2026-08-22T08:33:49.668595+00:00,2026-08-22T08:33:49.776888+00:00,2026-08-22T08:33:50.102997+00:00,2026-08-22T08:33:50.102997+00:00,2026-08-22T08:33:50.102997+00:00,2026-08-22T08:33:50.102997+00:00,0.0,0.326,0.326,0.0,0.0,False,True,False,restart_service,restart_service,True,0,1,0.85,SUCCESS
RUN-576F0493,EXP-REPORT,SCENARIO-03,no_rollback,1,False,COMPLETED,2026-08-22T08:33:50.211158+00:00,2026-08-22T08:33:50.320082+00:00,2026-08-22T08:33:50.634562+00:00,2026-08-22T08:33:50.634562+00:00,2026-08-22T08:33:50.634562+00:00,2026-08-22T08:33:50.634562+00:00,0.0,0.314,0.314,0.0,0.0,False,True,False,clear_fault,clear_fault,True,0,1,0.95,SUCCESS
